order_no,time_type,order_state,receive_type,approve_date,created_at,driver_id,delivery_date,latest_delivery_date,accept_date,pickup_date,pass_date,local_area_flag
BN403J,1,4,2,2022/12/4 20:23,2022/12/4 20:22,26871,2022/12/4 21:00,2022/12/4 21:30,2022/12/4 20:39,2022/12/4 20:43,2022/12/4 20:57,0
UX123H,1,4,2,2022/12/4 20:23,2022/12/4 20:22,67350,2022/12/4 21:05,2022/12/4 21:35,2022/12/4 20:36,2022/12/4 20:42,2022/12/4 20:54,0
EY758C,1,4,2,2022/12/4 20:23,2022/12/4 20:22,34326,2022/12/4 20:45,2022/12/4 21:15,2022/12/4 20:29,2022/12/4 20:42,2022/12/4 20:47,0
TN038S,1,4,2,2022/12/4 20:23,2022/12/4 20:22,67792,2022/12/4 21:13,2022/12/4 21:43,2022/12/4 20:44,2022/12/4 20:47,2022/12/4 20:52,0
FP475T,1,4,2,2022/12/4 20:23,2022/12/4 20:22,15706,2022/12/4 21:10,2022/12/4 21:40,2022/12/4 20:23,2022/12/4 20:38,2022/12/4 20:56,1
XD809Z,1,4,2,2022/12/4 20:23,2022/12/4 20:23,56055,2022/12/4 20:55,2022/12/4 21:25,2022/12/4 20:32,2022/12/4 20:39,2022/12/4 20:48,0
JP148R,1,4,2,2022/12/4 20:23,2022/12/4 20:23,41527,2022/12/4 21:10,2022/12/4 21:40,2022/12/4 20:42,2022/12/4 20:47,2022/12/4 21:00,0
UN074M,1,4,2,2022/12/4 20:23,2022/12/4 20:23,860,2022/12/4 20:56,2022/12/4 21:26,2022/12/4 20:33,2022/12/4 20:36,2022/12/4 20:45,0
GZ256C,1,4,2,2022/12/4 20:23,2022/12/4 20:23,56957,2022/12/4 21:06,2022/12/4 21:36,2022/12/4 20:32,2022/12/4 20:36,2022/12/4 20:50,0
GX863P,1,4,2,2022/12/4 20:27,2022/12/4 20:23,359,2022/12/4 21:26,2022/12/4 21:56,2022/12/4 20:27,2022/12/4 20:33,2022/12/4 20:59,0
AJ104R,1,4,2,2022/12/4 20:23,2022/12/4 20:23,32441,2022/12/4 21:01,2022/12/4 21:31,2022/12/4 20:35,2022/12/4 20:59,2022/12/4 21:09,0
VG318L,1,4,2,2022/12/4 20:24,2022/12/4 20:23,74833,2022/12/4 20:41,2022/12/4 21:11,2022/12/4 20:26,2022/12/4 20:35,2022/12/4 20:42,0
NG869T,1,4,2,2022/12/4 20:23,2022/12/4 20:23,48268,2022/12/4 20:51,2022/12/4 21:21,2022/12/4 20:27,2022/12/4 20:32,2022/12/4 20:43,0
HE098Q,1,4,2,2022/12/4 20:23,2022/12/4 20:23,27103,2022/12/4 20:54,2022/12/4 21:24,2022/12/4 20:24,2022/12/4 20:39,2022/12/4 20:46,1
RA074Z,1,4,2,2022/12/4 20:23,2022/12/4 20:23,45439,2022/12/4 21:08,2022/12/4 21:38,2022/12/4 20:38,2022/12/4 20:45,2022/12/4 20:58,0
KY879G,1,4,2,2022/12/4 20:23,2022/12/4 20:23,72421,2022/12/4 21:01,2022/12/4 21:31,2022/12/4 20:29,2022/12/4 20:42,2022/12/4 20:56,0
HD290X,1,4,2,2022/12/4 20:24,2022/12/4 20:23,75720,2022/12/4 20:46,2022/12/4 21:16,2022/12/4 20:29,2022/12/4 20:45,2022/12/4 20:55,0
QD509T,1,91,2,2022/12/4 20:23,2022/12/4 20:23,0,2022/12/4 20:51,2022/12/4 21:21,,,,1
FT470S,1,4,2,2022/12/4 20:24,2022/12/4 20:23,8968,2022/12/4 20:51,2022/12/4 21:21,2022/12/4 20:33,2022/12/4 20:50,2022/12/4 20:58,0
MA068I,1,4,2,2022/12/4 20:24,2022/12/4 20:23,68081,2022/12/4 20:41,2022/12/4 21:11,2022/12/4 20:25,2022/12/4 20:31,2022/12/4 20:38,0
AY937T,1,4,2,2022/12/4 20:24,2022/12/4 20:23,74966,2022/12/4 20:46,2022/12/4 21:16,2022/12/4 20:29,2022/12/4 20:35,2022/12/4 20:38,0
LH591U,1,4,2,2022/12/4 20:25,2022/12/4 20:24,10936,2022/12/4 21:05,2022/12/4 21:35,2022/12/4 20:47,2022/12/4 20:52,2022/12/4 21:03,0
HT620J,1,4,2,2022/12/4 20:26,2022/12/4 20:24,67272,2022/12/4 21:07,2022/12/4 21:37,2022/12/4 20:33,2022/12/4 20:39,2022/12/4 20:59,0
MT136T,1,4,2,2022/12/4 20:24,2022/12/4 20:24,49588,2022/12/4 21:17,2022/12/4 21:47,2022/12/4 20:49,2022/12/4 20:56,2022/12/4 21:06,0
HS496Y,1,4,2,2022/12/4 20:28,2022/12/4 20:24,2230,2022/12/4 21:02,2022/12/4 21:32,2022/12/4 20:36,2022/12/4 20:53,2022/12/4 21:10,0
VB806I,1,4,2,2022/12/4 20:24,2022/12/4 20:24,42157,2022/12/4 21:12,2022/12/4 21:42,2022/12/4 20:40,2022/12/4 20:51,2022/12/4 21:16,0
YA481P,1,4,2,2022/12/4 20:24,2022/12/4 20:24,77789,2022/12/4 21:32,2022/12/4 22:02,2022/12/4 20:27,2022/12/4 20:33,2022/12/4 20:58,0
HA647J,1,4,2,2022/12/4 20:24,2022/12/4 20:24,31477,2022/12/4 21:02,2022/12/4 21:32,2022/12/4 20:34,2022/12/4 20:42,2022/12/4 20:56,0
KG619Z,1,4,2,2022/12/4 20:24,2022/12/4 20:24,76267,2022/12/4 21:07,2022/12/4 21:37,2022/12/4 20:43,2022/12/4 20:59,2022/12/4 21:12,0
IX348J,1,4,2,2022/12/4 20:24,2022/12/4 20:24,23565,2022/12/4 20:52,2022/12/4 21:22,2022/12/4 20:34,2022/12/4 20:39,2022/12/4 20:49,0
YH519U,1,91,2,2022/12/4 20:24,2022/12/4 20:24,0,2022/12/4 20:47,2022/12/4 21:17,,,,1
SE513V,1,4,2,2022/12/4 20:24,2022/12/4 20:24,8651,2022/12/4 20:52,2022/12/4 21:22,2022/12/4 20:31,2022/12/4 20:33,2022/12/4 20:38,0
RG981G,1,91,2,2022/12/4 20:24,2022/12/4 20:24,0,2022/12/4 20:57,2022/12/4 21:27,,,,1
NF604S,1,4,2,2022/12/4 20:24,2022/12/4 20:24,33356,2022/12/4 20:59,2022/12/4 21:29,2022/12/4 20:38,2022/12/4 20:42,2022/12/4 20:48,0
DN369P,1,4,2,2022/12/4 20:24,2022/12/4 20:24,4996,2022/12/4 21:12,2022/12/4 21:42,2022/12/4 20:44,2022/12/4 20:53,2022/12/4 21:06,0
HU521A,1,4,2,2022/12/4 20:24,2022/12/4 20:24,67302,2022/12/4 20:57,2022/12/4 21:27,2022/12/4 20:31,2022/12/4 20:45,2022/12/4 21:05,0
MJ302O,1,4,2,2022/12/4 20:28,2022/12/4 20:24,2232,2022/12/4 20:47,2022/12/4 21:17,2022/12/4 20:29,2022/12/4 20:50,2022/12/4 21:04,0
ZG362B,1,4,2,2022/12/4 20:24,2022/12/4 20:24,11558,2022/12/4 21:35,2022/12/4 22:05,2022/12/4 21:02,2022/12/4 21:12,2022/12/4 21:36,0
IR045S,1,4,2,2022/12/4 20:25,2022/12/4 20:24,13266,2022/12/4 21:12,2022/12/4 21:42,2022/12/4 20:39,2022/12/4 20:50,2022/12/4 21:01,0
VP052W,1,4,2,2022/12/4 20:25,2022/12/4 20:24,21655,2022/12/4 21:02,2022/12/4 21:32,2022/12/4 20:34,2022/12/4 20:43,2022/12/4 21:03,0
QA679A,1,4,2,2022/12/4 20:24,2022/12/4 20:24,49133,2022/12/4 21:02,2022/12/4 21:32,2022/12/4 20:49,2022/12/4 21:02,2022/12/4 21:19,0
AC540E,1,4,2,2022/12/4 20:25,2022/12/4 20:24,5998,2022/12/4 20:57,2022/12/4 21:27,2022/12/4 20:44,2022/12/4 20:55,2022/12/4 21:02,0
RD504N,1,4,2,2022/12/4 20:24,2022/12/4 20:24,63962,2022/12/4 21:02,2022/12/4 21:32,2022/12/4 20:29,2022/12/4 20:32,2022/12/4 20:40,0
FK195Q,1,4,1,2022/12/4 20:25,2022/12/4 20:24,,,,,,,0
MZ413Y,1,4,2,2022/12/4 20:25,2022/12/4 20:24,20557,2022/12/4 21:07,2022/12/4 21:37,2022/12/4 20:34,2022/12/4 20:40,2022/12/4 20:52,0
LI047K,1,4,2,2022/12/4 20:26,2022/12/4 20:24,34644,2022/12/4 21:02,2022/12/4 21:32,2022/12/4 20:26,2022/12/4 20:45,2022/12/4 20:54,1
BW453O,1,4,2,2022/12/4 20:25,2022/12/4 20:25,59349,2022/12/4 20:58,2022/12/4 21:28,2022/12/4 20:33,2022/12/4 20:40,2022/12/4 20:50,0
VK405O,1,3,2,,2022/12/4 20:25,0,2022/12/4 21:13,2022/12/4 21:43,,,,0
ZU052C,1,4,2,2022/12/4 20:29,2022/12/4 20:25,44490,2022/12/4 20:56,2022/12/4 21:26,2022/12/4 20:40,2022/12/4 20:49,2022/12/4 20:53,0
MG670J,1,91,2,2022/12/4 20:25,2022/12/4 20:25,0,2022/12/4 20:56,2022/12/4 21:26,,,,1
RD379V,1,4,2,2022/12/4 20:25,2022/12/4 20:25,70145,2022/12/4 21:27,2022/12/4 21:57,2022/12/4 21:01,2022/12/4 21:11,2022/12/4 21:36,0
YN208D,1,4,2,2022/12/4 20:29,2022/12/4 20:25,36591,2022/12/4 21:03,2022/12/4 21:33,2022/12/4 20:36,2022/12/4 20:57,2022/12/4 21:10,0
NE501Y,1,4,2,2022/12/4 20:26,2022/12/4 20:25,31842,2022/12/4 20:53,2022/12/4 21:23,2022/12/4 20:34,2022/12/4 20:50,2022/12/4 20:59,0
IO037E,1,4,2,2022/12/4 20:26,2022/12/4 20:25,71008,2022/12/4 21:03,2022/12/4 21:33,2022/12/4 20:40,2022/12/4 20:51,2022/12/4 21:00,0
HC128S,1,6,2,,2022/12/4 20:25,0,2022/12/4 20:57,2022/12/4 21:27,,,,0
PL906Z,1,4,2,2022/12/4 20:27,2022/12/4 20:25,68610,2022/12/4 21:13,2022/12/4 21:43,2022/12/4 20:49,2022/12/4 20:54,2022/12/4 21:01,0
BT128L,1,4,2,2022/12/4 20:26,2022/12/4 20:25,23976,2022/12/4 20:58,2022/12/4 21:28,2022/12/4 20:40,2022/12/4 21:12,2022/12/4 21:22,0
BR823U,1,4,2,2022/12/4 20:25,2022/12/4 20:25,15485,2022/12/4 20:48,2022/12/4 21:18,2022/12/4 20:33,2022/12/4 20:42,2022/12/4 20:48,0
GR018J,1,4,2,2022/12/4 20:25,2022/12/4 20:25,51135,2022/12/4 20:58,2022/12/4 21:28,2022/12/4 20:39,2022/12/4 21:00,2022/12/4 21:06,0
OJ283X,1,4,2,2022/12/4 20:25,2022/12/4 20:25,8651,2022/12/4 21:07,2022/12/4 21:37,2022/12/4 20:49,2022/12/4 20:55,2022/12/4 21:01,0
LH576U,1,4,2,2022/12/4 20:25,2022/12/4 20:25,43378,2022/12/4 21:08,2022/12/4 21:38,2022/12/4 20:40,2022/12/4 20:45,2022/12/4 21:02,0
PH927H,1,4,2,2022/12/4 20:26,2022/12/4 20:25,57006,2022/12/4 20:55,2022/12/4 21:25,2022/12/4 20:40,2022/12/4 20:57,2022/12/4 21:15,0
BO362B,1,91,2,2022/12/4 20:25,2022/12/4 20:25,0,2022/12/4 20:48,2022/12/4 21:18,,,,1
SC864F,1,4,2,2022/12/4 20:26,2022/12/4 20:25,11046,2022/12/4 20:53,2022/12/4 21:23,2022/12/4 20:37,2022/12/4 20:56,2022/12/4 21:11,0
IC075U,1,4,2,2022/12/4 20:25,2022/12/4 20:25,35980,2022/12/4 20:58,2022/12/4 21:28,2022/12/4 20:26,2022/12/4 20:35,2022/12/4 20:48,1
ZK806V,1,4,2,2022/12/4 20:26,2022/12/4 20:25,28308,2022/12/4 20:58,2022/12/4 21:28,2022/12/4 20:36,2022/12/4 20:49,2022/12/4 20:59,0
GI651K,1,4,2,2022/12/4 20:25,2022/12/4 20:25,74878,2022/12/4 20:53,2022/12/4 21:23,2022/12/4 20:29,2022/12/4 20:37,2022/12/4 20:41,0
NJ865S,1,4,2,2022/12/4 20:25,2022/12/4 20:25,15531,2022/12/4 21:16,2022/12/4 21:46,2022/12/4 20:53,2022/12/4 21:02,2022/12/4 21:10,0
OM908L,1,4,2,2022/12/4 20:25,2022/12/4 20:25,55221,2022/12/4 21:33,2022/12/4 22:03,2022/12/4 20:26,2022/12/4 20:58,2022/12/4 21:14,1
XR104Y,1,4,2,2022/12/4 20:26,2022/12/4 20:25,60844,2022/12/4 20:58,2022/12/4 21:28,2022/12/4 20:30,2022/12/4 20:33,2022/12/4 20:50,0
LU245H,1,4,2,2022/12/4 20:26,2022/12/4 20:26,1204,2022/12/4 21:04,2022/12/4 21:34,2022/12/4 20:32,2022/12/4 20:39,2022/12/4 20:51,0
ZP029S,1,4,2,2022/12/4 20:26,2022/12/4 20:26,57687,2022/12/4 20:56,2022/12/4 21:26,2022/12/4 20:32,2022/12/4 20:50,2022/12/4 21:02,0
RN170W,1,4,2,2022/12/4 20:26,2022/12/4 20:26,52910,2022/12/4 20:59,2022/12/4 21:29,2022/12/4 20:27,2022/12/4 20:43,2022/12/4 20:59,0
ZU917R,1,4,2,2022/12/4 20:26,2022/12/4 20:26,54055,2022/12/4 20:59,2022/12/4 21:29,2022/12/4 20:42,2022/12/4 20:49,2022/12/4 20:55,0
TP876C,1,4,2,2022/12/4 20:26,2022/12/4 20:26,67845,2022/12/4 20:59,2022/12/4 21:29,2022/12/4 20:32,2022/12/4 20:45,2022/12/4 21:01,0
WR032H,1,91,2,2022/12/4 20:26,2022/12/4 20:26,0,2022/12/4 20:59,2022/12/4 21:29,,,,1
WI398G,1,4,2,2022/12/4 20:26,2022/12/4 20:26,27174,2022/12/4 21:04,2022/12/4 21:34,2022/12/4 20:40,2022/12/4 20:54,2022/12/4 21:04,0
JG056W,1,4,2,2022/12/4 20:31,2022/12/4 20:26,40872,2022/12/4 20:44,2022/12/4 21:14,2022/12/4 20:31,2022/12/4 20:37,2022/12/4 20:44,0
WO108K,1,4,2,2022/12/4 20:27,2022/12/4 20:26,47951,2022/12/4 21:09,2022/12/4 21:39,2022/12/4 20:28,2022/12/4 20:44,2022/12/4 20:59,1
JK569F,1,5,2,,2022/12/4 20:26,0,2022/12/4 20:59,2022/12/4 21:29,,,,0
TP590T,1,4,2,2022/12/4 20:26,2022/12/4 20:26,34339,2022/12/4 21:11,2022/12/4 21:41,2022/12/4 20:28,2022/12/4 20:31,2022/12/4 20:42,0
YX097P,1,4,2,2022/12/4 20:26,2022/12/4 20:26,76225,2022/12/4 20:52,2022/12/4 21:22,2022/12/4 20:34,2022/12/4 20:41,2022/12/4 20:48,0
XE795U,1,4,2,2022/12/4 20:26,2022/12/4 20:26,8651,2022/12/4 20:59,2022/12/4 21:29,2022/12/4 20:40,2022/12/4 20:46,2022/12/4 20:49,0
NZ304M,1,4,2,2022/12/4 20:26,2022/12/4 20:26,12342,2022/12/4 20:54,2022/12/4 21:24,2022/12/4 20:30,2022/12/4 20:36,2022/12/4 20:44,0
BH756I,1,4,2,2022/12/4 20:28,2022/12/4 20:26,27932,2022/12/4 21:04,2022/12/4 21:34,2022/12/4 20:32,2022/12/4 20:42,2022/12/4 21:04,0
VQ238R,1,4,2,2022/12/4 20:27,2022/12/4 20:26,51271,2022/12/4 21:14,2022/12/4 21:44,2022/12/4 20:36,2022/12/4 20:45,2022/12/4 21:02,0
AO237C,1,4,2,2022/12/4 20:26,2022/12/4 20:26,21743,2022/12/4 20:59,2022/12/4 21:29,2022/12/4 20:42,2022/12/4 20:48,2022/12/4 21:18,0
IB189K,1,4,2,2022/12/4 20:30,2022/12/4 20:27,76698,2022/12/4 21:10,2022/12/4 21:40,2022/12/4 20:36,2022/12/4 20:48,2022/12/4 21:03,0
WB967M,1,4,2,2022/12/4 20:30,2022/12/4 20:27,10502,2022/12/4 20:59,2022/12/4 21:29,2022/12/4 20:40,2022/12/4 20:45,2022/12/4 20:53,0
UM584Y,1,91,2,2022/12/4 20:27,2022/12/4 20:27,0,2022/12/4 21:00,2022/12/4 21:30,,,,1
JQ258C,1,4,2,2022/12/4 20:27,2022/12/4 20:27,6674,2022/12/4 21:00,2022/12/4 21:30,2022/12/4 20:43,2022/12/4 20:48,2022/12/4 20:59,0
XM641H,1,4,2,2022/12/4 20:30,2022/12/4 20:27,13900,2022/12/4 21:00,2022/12/4 21:30,2022/12/4 20:34,2022/12/4 20:39,2022/12/4 20:53,0
SA865T,1,4,2,2022/12/4 20:27,2022/12/4 20:27,22353,2022/12/4 21:05,2022/12/4 21:35,2022/12/4 20:27,2022/12/4 20:37,2022/12/4 20:51,1
CE145B,1,4,2,2022/12/4 20:27,2022/12/4 20:27,15534,2022/12/4 21:00,2022/12/4 21:30,2022/12/4 20:31,2022/12/4 20:50,2022/12/4 21:13,0
AD682U,1,4,2,2022/12/4 20:27,2022/12/4 20:27,9626,2022/12/4 20:50,2022/12/4 21:20,2022/12/4 20:33,2022/12/4 20:39,2022/12/4 20:43,0
HM261Q,1,6,2,,2022/12/4 20:27,0,2022/12/4 21:05,2022/12/4 21:35,,,,1
GA821W,1,4,2,2022/12/4 20:27,2022/12/4 20:27,25522,2022/12/4 20:50,2022/12/4 21:20,2022/12/4 20:31,2022/12/4 20:40,2022/12/4 20:49,0
UZ453T,1,4,2,2022/12/4 20:28,2022/12/4 20:27,39916,2022/12/4 20:50,2022/12/4 21:20,2022/12/4 20:35,2022/12/4 20:41,2022/12/4 20:48,0
PX459W,1,4,2,2022/12/4 20:27,2022/12/4 20:27,69495,2022/12/4 21:00,2022/12/4 21:30,2022/12/4 20:38,2022/12/4 20:52,2022/12/4 21:03,0
ML267D,1,4,2,2022/12/4 20:27,2022/12/4 20:27,74810,2022/12/4 20:45,2022/12/4 21:15,2022/12/4 20:28,2022/12/4 20:33,2022/12/4 20:39,0
DZ379M,1,4,2,2022/12/4 20:27,2022/12/4 20:27,7503,2022/12/4 20:55,2022/12/4 21:25,2022/12/4 20:37,2022/12/4 20:41,2022/12/4 20:54,0
SX703T,1,4,2,2022/12/4 20:27,2022/12/4 20:27,70274,2022/12/4 21:08,2022/12/4 21:38,2022/12/4 20:28,2022/12/4 20:33,2022/12/4 20:42,0
GY307O,1,4,2,2022/12/4 20:28,2022/12/4 20:28,35291,2022/12/4 21:01,2022/12/4 21:31,2022/12/4 20:39,2022/12/4 20:52,2022/12/4 21:00,0
HQ903Q,1,91,2,2022/12/4 20:30,2022/12/4 20:28,0,2022/12/4 21:11,2022/12/4 21:41,,,,1
SW019F,1,4,2,2022/12/4 20:28,2022/12/4 20:28,21939,2022/12/4 21:07,2022/12/4 21:37,2022/12/4 20:42,2022/12/4 20:45,2022/12/4 20:55,0
HC694W,1,4,2,2022/12/4 20:32,2022/12/4 20:28,75788,2022/12/4 20:56,2022/12/4 21:26,2022/12/4 20:37,2022/12/4 20:53,2022/12/4 20:58,0
BL923M,1,4,2,2022/12/4 20:29,2022/12/4 20:28,74867,2022/12/4 20:56,2022/12/4 21:26,2022/12/4 20:37,2022/12/4 20:47,2022/12/4 20:57,0
QP240M,1,4,2,2022/12/4 20:29,2022/12/4 20:28,2800,2022/12/4 21:06,2022/12/4 21:36,2022/12/4 20:43,2022/12/4 20:51,2022/12/4 21:16,0
ME261D,1,4,2,2022/12/4 20:28,2022/12/4 20:28,60894,2022/12/4 20:56,2022/12/4 21:26,2022/12/4 20:36,2022/12/4 20:48,2022/12/4 20:58,0
XS904W,1,4,2,2022/12/4 20:28,2022/12/4 20:28,54358,2022/12/4 21:06,2022/12/4 21:36,2022/12/4 20:38,2022/12/4 20:41,2022/12/4 21:03,0
OF269J,1,4,2,2022/12/4 20:28,2022/12/4 20:28,24354,2022/12/4 21:16,2022/12/4 21:46,2022/12/4 20:42,2022/12/4 20:50,2022/12/4 21:05,0
XK473M,1,4,2,2022/12/4 20:28,2022/12/4 20:28,61979,2022/12/4 20:56,2022/12/4 21:26,2022/12/4 20:34,2022/12/4 20:39,2022/12/4 20:59,0
RH596W,1,4,2,2022/12/4 20:29,2022/12/4 20:28,17140,2022/12/4 21:01,2022/12/4 21:31,2022/12/4 20:37,2022/12/4 20:49,2022/12/4 20:59,0
YS761R,1,4,2,2022/12/4 20:28,2022/12/4 20:28,19123,2022/12/4 21:06,2022/12/4 21:36,2022/12/4 20:44,2022/12/4 20:54,2022/12/4 21:02,0
LZ192N,1,4,2,2022/12/4 20:28,2022/12/4 20:28,33272,2022/12/4 21:17,2022/12/4 21:47,2022/12/4 20:44,2022/12/4 20:52,2022/12/4 21:04,0
NP082J,1,4,2,2022/12/4 20:29,2022/12/4 20:28,69500,2022/12/4 20:51,2022/12/4 21:21,2022/12/4 20:41,2022/12/4 20:45,2022/12/4 20:49,0
TH184D,1,4,2,2022/12/4 20:28,2022/12/4 20:28,49241,2022/12/4 21:11,2022/12/4 21:41,2022/12/4 20:29,2022/12/4 20:37,2022/12/4 20:54,0
IE953K,1,4,2,2022/12/4 20:28,2022/12/4 20:28,68307,2022/12/4 20:56,2022/12/4 21:26,2022/12/4 20:28,2022/12/4 20:41,2022/12/4 20:53,1
HR520D,1,4,2,2022/12/4 20:29,2022/12/4 20:28,34313,2022/12/4 21:01,2022/12/4 21:31,2022/12/4 20:31,2022/12/4 20:35,2022/12/4 20:52,0
QC029Y,1,4,2,2022/12/4 20:30,2022/12/4 20:28,5662,2022/12/4 21:11,2022/12/4 21:41,2022/12/4 20:38,2022/12/4 20:52,2022/12/4 21:11,0
XY298X,1,4,2,2022/12/4 20:30,2022/12/4 20:28,39589,2022/12/4 21:06,2022/12/4 21:36,2022/12/4 20:33,2022/12/4 20:41,2022/12/4 21:04,0
GV673C,1,4,2,2022/12/4 20:28,2022/12/4 20:28,25616,2022/12/4 21:14,2022/12/4 21:44,2022/12/4 20:42,2022/12/4 20:50,2022/12/4 21:05,0
FO834R,1,4,2,2022/12/4 20:29,2022/12/4 20:28,25386,2022/12/4 21:01,2022/12/4 21:31,2022/12/4 20:35,2022/12/4 20:43,2022/12/4 21:01,0
MI820Q,1,4,2,2022/12/4 20:31,2022/12/4 20:28,15018,2022/12/4 21:04,2022/12/4 21:34,2022/12/4 20:43,2022/12/4 20:58,2022/12/4 21:09,0
WQ927A,1,4,2,2022/12/4 20:28,2022/12/4 20:28,64966,2022/12/4 21:06,2022/12/4 21:36,2022/12/4 20:41,2022/12/4 20:55,2022/12/4 21:07,0
OY743F,1,4,2,2022/12/4 20:29,2022/12/4 20:28,30640,2022/12/4 21:16,2022/12/4 21:46,2022/12/4 20:40,2022/12/4 20:49,2022/12/4 21:13,0
BS985S,1,4,2,2022/12/4 20:30,2022/12/4 20:28,54411,2022/12/4 21:01,2022/12/4 21:31,2022/12/4 20:38,2022/12/4 20:41,2022/12/4 20:57,0
ZH108A,1,4,2,2022/12/4 20:29,2022/12/4 20:28,8012,2022/12/4 21:06,2022/12/4 21:36,2022/12/4 20:44,2022/12/4 21:01,2022/12/4 21:14,0
PA184Z,1,4,2,2022/12/4 20:29,2022/12/4 20:28,36568,2022/12/4 21:06,2022/12/4 21:36,2022/12/4 20:46,2022/12/4 20:55,2022/12/4 21:05,0
DC821N,1,4,2,2022/12/4 20:33,2022/12/4 20:28,34525,2022/12/4 20:56,2022/12/4 21:26,2022/12/4 20:33,2022/12/4 20:38,2022/12/4 20:58,0
BH054P,1,4,2,2022/12/4 20:31,2022/12/4 20:28,34256,2022/12/4 21:16,2022/12/4 21:46,2022/12/4 20:40,2022/12/4 20:51,2022/12/4 21:03,0
SK941R,1,4,2,2022/12/4 20:30,2022/12/4 20:28,10473,2022/12/4 20:56,2022/12/4 21:26,2022/12/4 20:38,2022/12/4 20:45,2022/12/4 20:54,0
DX592C,1,4,2,2022/12/4 20:29,2022/12/4 20:29,910,2022/12/4 20:52,2022/12/4 21:22,2022/12/4 20:36,2022/12/4 20:51,2022/12/4 20:59,0
GC594U,1,4,2,2022/12/4 20:29,2022/12/4 20:29,6223,2022/12/4 20:57,2022/12/4 21:27,2022/12/4 20:39,2022/12/4 20:48,2022/12/4 20:55,0
BW209M,1,4,2,2022/12/4 20:32,2022/12/4 20:29,46092,2022/12/4 21:10,2022/12/4 21:40,2022/12/4 20:42,2022/12/4 20:50,2022/12/4 21:06,0
XZ720C,1,5,2,,2022/12/4 20:29,0,2022/12/4 21:52,2022/12/4 22:22,,,,0
BZ954P,1,4,2,2022/12/4 20:30,2022/12/4 20:29,46438,2022/12/4 20:52,2022/12/4 21:22,2022/12/4 20:34,2022/12/4 20:42,2022/12/4 20:48,0
PJ615A,1,4,2,2022/12/4 20:29,2022/12/4 20:29,2176,2022/12/4 20:57,2022/12/4 21:27,2022/12/4 20:32,2022/12/4 20:47,2022/12/4 21:00,0
RS872T,1,4,2,2022/12/4 20:29,2022/12/4 20:29,3290,2022/12/4 21:03,2022/12/4 21:33,2022/12/4 20:39,2022/12/4 20:58,2022/12/4 21:07,0
HN127N,1,4,2,2022/12/4 20:29,2022/12/4 20:29,26394,2022/12/4 21:22,2022/12/4 21:52,2022/12/4 20:40,2022/12/4 20:43,2022/12/4 21:02,0
GH732X,1,4,2,2022/12/4 20:29,2022/12/4 20:29,27023,2022/12/4 21:09,2022/12/4 21:39,2022/12/4 20:36,2022/12/4 20:39,2022/12/4 20:55,0
SB569N,1,91,2,2022/12/4 20:29,2022/12/4 20:29,0,2022/12/4 20:52,2022/12/4 21:22,,,,1
TA728P,1,4,2,2022/12/4 20:29,2022/12/4 20:29,8466,2022/12/4 21:02,2022/12/4 21:32,2022/12/4 20:39,2022/12/4 20:47,2022/12/4 21:01,0
HM695U,1,4,2,2022/12/4 20:29,2022/12/4 20:29,71141,2022/12/4 20:52,2022/12/4 21:22,2022/12/4 20:29,2022/12/4 20:41,2022/12/4 20:49,1
XU874Q,1,4,1,2022/12/4 20:32,2022/12/4 20:29,,,,,,,0
AR264V,1,4,2,2022/12/4 20:31,2022/12/4 20:29,20086,2022/12/4 20:57,2022/12/4 21:27,2022/12/4 20:47,2022/12/4 20:52,2022/12/4 20:54,0
IL832F,1,4,2,2022/12/4 20:33,2022/12/4 20:29,41190,2022/12/4 20:47,2022/12/4 21:17,2022/12/4 20:33,2022/12/4 20:40,2022/12/4 20:45,0
EI483Y,1,4,2,2022/12/4 20:30,2022/12/4 20:29,23731,2022/12/4 21:02,2022/12/4 21:32,2022/12/4 20:39,2022/12/4 20:47,2022/12/4 21:02,0
LV546J,1,4,2,2022/12/4 20:30,2022/12/4 20:29,4135,2022/12/4 20:55,2022/12/4 21:25,2022/12/4 20:36,2022/12/4 20:51,2022/12/4 20:58,0
XY145O,1,4,2,2022/12/4 20:31,2022/12/4 20:30,41744,2022/12/4 20:58,2022/12/4 21:28,2022/12/4 20:39,2022/12/4 20:58,2022/12/4 21:07,0
YU203X,1,4,2,2022/12/4 20:30,2022/12/4 20:30,76262,2022/12/4 21:05,2022/12/4 21:35,2022/12/4 20:42,2022/12/4 20:51,2022/12/4 21:03,0
AE214W,1,4,2,2022/12/4 20:30,2022/12/4 20:30,68081,2022/12/4 20:59,2022/12/4 21:29,2022/12/4 20:40,2022/12/4 20:46,2022/12/4 20:55,0
OL382E,1,4,2,2022/12/4 20:30,2022/12/4 20:30,59474,2022/12/4 20:48,2022/12/4 21:18,2022/12/4 20:31,2022/12/4 20:34,2022/12/4 20:42,0
ZM712U,1,91,2,2022/12/4 20:30,2022/12/4 20:30,0,2022/12/4 20:58,2022/12/4 21:28,,,,1
TW423D,1,4,2,2022/12/4 20:30,2022/12/4 20:30,26414,2022/12/4 20:53,2022/12/4 21:23,2022/12/4 20:34,2022/12/4 20:41,2022/12/4 20:50,0
IZ158F,1,4,2,2022/12/4 20:30,2022/12/4 20:30,38781,2022/12/4 21:18,2022/12/4 21:48,2022/12/4 20:54,2022/12/4 21:09,2022/12/4 21:19,0
